Username,Judul,Tipe Koleksi,Tanggal Dipinjam,Harus Kembali,Status Pengembalian
,Indonesia pasca krisis: catatan poltik dan ekonomi 2003-2004,Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,Analisis Praktek dan Akibat Nikah Sirri di Tajur Bogor Dalam Perspektif Undang-Undang No.1 Tahun 1974 tentang Perkawinan,Tesis,2/26/2021,3/5/2021,Sudah Kembali
,Hukum keluarga Islam di dunia Islam,Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,Hukum perkawinan Islam,Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,Fiqh Munakahat,Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,Fiqh perbandingan masalah pernikahan,Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,Hukum Keluarga Dalam Islam,Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,"Islam in Asia: religion, politics and society",Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,"Islam di Asia Selatan : melacak perkembangan sosial, politik islam di india, palistan dan bangladesh",Buku Teks,2/26/2021,3/5/2021,Sudah Kembali
,"Otoritas penafsiran sahabat, tabi'in dan pendapat ulama dalam tafsir ibnu katsir",Disertasi,2/26/2021,3/5/2021,Sudah Kembali
pascasarjana,Hermeneutika al-quran : mazhab yoga,Buku Teks,2/25/2021,3/4/2021,Sudah Kembali
pascasarjana,Mazhab tafsir: dari aliran klasik hingga modern,Buku Teks,2/25/2021,3/4/2021,Sudah Kembali
pascasarjana,Meretas kesarjanaan kritis al-Quran: teori hermeneutika Nasr Abu Zayd,Buku Teks,2/25/2021,3/4/2021,Sudah Kembali
,Politik pendidikan agama di sekolah: studi tentang polemik pendidikan agama dalam UU No.20 Tahun 2003 tentang sistem pendidikan nasional,Disertasi,2/24/2021,3/3/2021,Sudah Kembali
,Pesan-Pesan Nirkekerasan Dalam Islam (Studi atas Lembaga Dakwah Pengurus Besar Nahdlatul Ulama),Tesis,2/24/2021,3/3/2021,Sudah Kembali
,Mengapa Papua bergolak,Buku Teks,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Akselerasi Pembelajaran Tahfiz Pada Lembaga Pendidikan Alquran: Studi Di Pondok Pesantren Wadi Mubarak Bogor,Disertasi,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,"Al-Qur an bukan kitab sejarah : seni, sastra dan moralis dalam kisah-kisah Al - Qur an",Buku Teks,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Sejarah al-Quran,Buku Teks,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Sejarah Penulisan Mushaf al-Quran Standar Indonesia,Buku Teks,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Para Penjaga al-Quran,Buku Teks,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Logika Bahasa Arab,Disertasi,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Posisi ijtihad Yusuf Al-Qardawi tentang asnaf mustahiq zakat dalam perbandingan empat Mazhab,Tesis,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Kontekstualisasi hukum islam; studi tentang fatwa khaled m abou el fadl dan yusuf al qaradawi,Disertasi,2/24/2021,3/3/2021,Sudah Kembali
pascasarjana,Dinamika tafsir ijtima'i Sayyid Qutub,Disertasi,2/23/2021,3/2/2021,Sudah Kembali
pascasarjana,"Memahami Tafsir Sufi Sejarah, Sumber dan Metode (Studi Terhadap Tafsir al-Sulami dan al-Qushayri)",Disertasi,2/23/2021,3/2/2021,Sudah Kembali
,Islam yang berpihak: filantropi Islam dan kesejahteraan sosial,Buku Teks,2/23/2021,3/2/2021,Sudah Kembali
,Turbulent time past in ternate and tidore,Buku Teks,2/23/2021,3/2/2021,Sudah Kembali
pascasarjana,Sensitivitas gender hakim kasasi dalam pertimbangan hukum: analisis putusan kasasi tahun 2015,Tesis,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Politik dan gender dalam islam: kiprah anggota perempuan DPRD DKI jakarta periode 2009-2019,Disertasi,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Hubungan ilmu dengan amal menurut al-ghazali,Tesis,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,"Fiqih lima mazhab : Jafar, Hanafi, Maliki, Syafii dan Hanbali",Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Nazriyah al-Fiqh fi al-Islam Madkhalun Manhaj,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,hayatuh wa asruh arauh wa fiqhuh,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Jaringan Ulama,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Islam dalam perspektif sosio kultural,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Epistemologi tafsir kontemporer,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Modern muslim Koran interpretation ( 1880-1960),Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Studi Islam Perspektif Insider/ Outsider,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Hermeneutika al-quran ala pesantren analisis terhadab tafsir marah labid harya KH Nawawi banten,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Sharh Ibn Aqil ala alfiyah Ibn Malik,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Analisis kontrastif : Bahasa Arab & Bahasa Indonesia,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,"Dairat al-maarif fi al-nahw, al-sarf, al-balaghah, al-arud",Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Maraji al-tullab fi qawaid al-nahw,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Strategi Pembelajaran Berorientasi,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Perencanaan Pembelajaran : Mengembangkan standar kompetensi guru,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Active Learning : 101 Strategi Pembelajaran Aktif,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Menjaga kemuliaan al-Quran: adab dan tata caranya,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Quranic society; menelusuri konsep masyarakat ideal dalam al-quran,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Politik perempuan bukan gerhana,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Perempuan Asia: dari penderitaan menjadi kekuatan,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
pascasarjana,Membincang Persoalan Gender,Buku Teks,2/22/2021,3/1/2021,Sudah Kembali
,Hukum keluarga Islam di dunia Islam,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Hukum perkawinan Islam,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Fiqh Munakahat,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Fiqh perbandingan masalah pernikahan,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Hukum Keluarga Dalam Islam,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Ilmu Dakwah Prinsip dan Kode Etik,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Filsafat dakwah: ilmu dakwah dan penerapannya,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Dakwah Islam dan Perubahan sosial,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Paradigma Dakwah Sayyid Quthub,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Khitah Dakwah : garis perjuangan gerakan Islam kontemporer,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Sejarah Islam,Buku Teks,2/19/2021,2/26/2021,Sudah Kembali
,Konstruksi sosial dalam tradisi keagamaan: praktik ziarah makam keramat di Lombok,Tesis,2/19/2021,2/26/2021,Sudah Kembali
,Sikap Pengikut Salafi Wahabi Di Indonesia Dalam Masalah Khilafiyah,Disertasi,2/19/2021,2/26/2021,Sudah Kembali
,"Otoritas penafsiran sahabat, tabi'in dan pendapat ulama dalam tafsir ibnu katsir",Disertasi,2/19/2021,2/26/2021,Sudah Kembali
pascasarjana,Kumpulan Karangan Snouck Hurgronje,Buku Teks,2/18/2021,2/25/2021,Sudah Kembali
,Aktualisasi keadilan dalam penyelesaian harta bersama akibat perceraian: analisis perbandingan putusan Pengadilan Agama,Tesis,2/18/2021,2/25/2021,Sudah Kembali
,Penetapan profit margin pada produk pembiayaan murabahah: studi kasus di Bank Muamalat Indonesia,Tesis,2/18/2021,2/25/2021,Sudah Kembali
pascasarjana,Pengantar metode penelitian: an introduction to research methode,Buku Teks,2/18/2021,2/25/2021,Sudah Kembali
pascasarjana,"Metodologi Penelitian Kualitatif: Pendekatan Positivistik, Rsaionalistik, Phenomenologik, dan Realisme Metaphisik Telaah Studi Teks dan Penelitian Agama",Buku Teks,2/18/2021,2/25/2021,Sudah Kembali
pascasarjana,Pendidikan progresif John Dewey: tinjauan di MAN Insan Cendekia Serpong Tangerang Selatan,Disertasi,2/18/2021,2/25/2021,Sudah Kembali
pascasarjana,Pemikiran Pendidikan Islam dan Barat,Buku Teks,2/18/2021,2/25/2021,Sudah Kembali
,ekonomi islami,Buku Teks,2/17/2021,2/24/2021,Sudah Kembali
,Islam yang berpihak: filantropi Islam dan kesejahteraan sosial,Buku Teks,2/17/2021,2/24/2021,Sudah Kembali
,Shattering the stereotypes : Muslim women speak out,Buku Teks,2/17/2021,2/24/2021,Sudah Kembali
,World of women: the making of an international womens movement,Buku Teks,2/17/2021,2/24/2021,Sudah Kembali
,In Their Time : a History of Feminism in Western Society,Buku Teks,2/17/2021,2/24/2021,Sudah Kembali
,OASIS : Objective and Accurate Sources of Islamic Studies,Jurnal,2/17/2021,2/18/2021,Sudah Kembali
,Putusan Mahkamah Konstitusi (MK) Terhadap Anak Hasil Nikah Sirri (Analisis Putusan Mahkamah Konstitusi N.46/PUU VIII/2010),Tesis,2/16/2021,2/23/2021,Sudah Kembali
,Ikhwanul Muslimin di Mesir : telaah atas gerakan keagamaan pra rtevolusi di Mesir,Disertasi,2/16/2021,2/23/2021,Sudah Kembali
,Islam dan Pancasila : studi hubungan ideal dalam konstruk negara nasional,Disertasi,2/16/2021,2/23/2021,Sudah Kembali
,Islam pribumi : mendialogkan agama membaca realitas,Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
,Islam Nusantara: relasi agama-budaya dan tendensi kuasa Ulama,Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
,Islam Nusantara Dalam Konteks,Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
pascasarjana,Ibn Rusyd wa Ilm Syariyah Islamiyah,Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
pascasarjana,"Fiqih lima mazhab : Jafar, Hanafi, Maliki, Syafii dan Hanbali",Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
pascasarjana,Nazriyah al-Fiqh fi al-Islam Madkhalun Manhaj,Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
pascasarjana,Berlian Pribadi Sukses,Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
,Miqot : Jurnal Ilmu-Ilmu Keislaman,Jurnal,2/16/2021,2/23/2021,Sudah Kembali
,OASIS : Objective and Accurate Sources of Islamic Studies,Jurnal,2/16/2021,2/23/2021,Sudah Kembali
,OASIS : Objective and Accurate Sources Of Islamic Studies,Jurnal,2/16/2021,2/23/2021,Sudah Kembali
pascasarjana,hayatuh wa asruh arauh wa fiqhuh,Buku Teks,2/16/2021,2/23/2021,Sudah Kembali
,Tarekat Naqsyabandiyah Syekh Abdul Wahab Rokan Babussalam (1882-1926) : kajian tentang ajaran dan aktualisasinya dalam kehidupan sosial,Disertasi,2/15/2021,2/22/2021,Sudah Kembali
,"Tarekat Shaziliyah, perkembangan dan ajaran-ajarannya : studi pada Pondok Peta di Tulungagung",Disertasi,2/15/2021,2/22/2021,Sudah Kembali
,"Transformasi budaya unsur-unsur Hinduisme dan Islam pada akhir Majapahit, abad XV-XVI M : dalam hubungannya dengan relief penciptaan manusia di Candi Sukuh, Karanganyar, Jawa Tengah",Buku Teks,2/15/2021,2/22/2021,Sudah Kembali
,Filsafat-Sains menurut al-Quran,Buku Teks,2/15/2021,2/22/2021,Sudah Kembali
,"Max Webber: kapitalisme, birokrasi & agama",Buku Teks,2/15/2021,2/22/2021,Sudah Kembali
21181200100042,Hadis al-Imam al-Baghawi dalam tafsir Ma'alim al-tanzil : kajian khusus tentang surah al-Fatihah dan al-Baqarah,Disertasi,2/15/2021,2/22/2021,Sudah Kembali
,Research Guide to Philosophy,Buku Teks,2/15/2021,2/22/2021,Sudah Kembali
,Muhammad : his life based on the earliest resources,Buku Teks,2/15/2021,2/22/2021,Sudah Kembali
,Pembelajaran berbasis konstruktifisme dalam meningkatkan mutu pendidikan di sekolah Islam,Disertasi,2/15/2021,2/22/2021,Sudah Kembali
,"Why Nation Fall : the Origin of Power, Prosperity and Poverty",Buku Teks,2/15/2021,2/22/2021,Sudah Kembali
,Pembelajaran berbasis konstruktifisme dalam meningkatkan mutu pendidikan di sekolah Islam,Disertasi,2/11/2021,2/18/2021,Sudah Kembali
31191200000042,Peran Lembaga Keagamaan dalam Memelihara Kerukunan Umat Beragama di Indonesia Jilid 2,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
31191200000042,"Antropologi agama : pendekatan budaya terhadap agama Yahudi, Kristen Katolik, Protestan dan Islam",Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
31191200000042,Mengerti sosiologi,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
31191200000042,Metodologi Penelitian Agama--suatu pengantar,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
31191200000042,Harmoni Dalam Keberagamaan : Dinamika Relasi Agama-Negara,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Kritik atas monarki Islam: kajian novel Hatif Min Al-Andalus karya 'Ali Al-Jarim (studi sosiologi sastra),Tesis,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Gagasan multikulturalisme dalam konteks kelompok keagamaan: perspektif William A. Galston dan Yusuf Al-Qardawi,Tesis,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,"Tradisi, Gender Dan Islam Identitas Perempuan di Antara Budaya dan Agama",Tesis,2/11/2021,2/18/2021,Sudah Kembali
,Jaringan Ulama,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
,Islam dalam perspektif sosio kultural,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
,Epistemologi tafsir kontemporer,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
,Modern muslim Koran interpretation ( 1880-1960),Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
,Studi Islam Perspektif Insider/ Outsider,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
,Hermeneutika al-quran ala pesantren analisis terhadab tafsir marah labid harya KH Nawawi banten,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Sanksi Hukuman Kebiri: Menurut Undang-Undang No. 17 Tahun 2016 Dalam Perspektif Hukum Islam,Tesis,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Argumen maslahah dalam putusan pengadilan,Disertasi,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Para Penjaga al-Quran,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Sejarah al-Quran,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Iman ilmu dan amal,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
pascasarjana,Pengantar Teori-Teori Sosial: Dari teori fungsionalisme hingga post-modernisme,Buku Teks,2/11/2021,2/18/2021,Sudah Kembali
,Konstruksi sosial dalam tradisi keagamaan: praktik ziarah makam keramat di Lombok,Tesis,2/10/2021,2/17/2021,Sudah Kembali
,Pembelajaran bahasa Arab berbasis multiple intelligences : studi kasus di pondok pesantren Darul Muttaqien Bogor,Disertasi,2/10/2021,2/17/2021,Sudah Kembali
,Penanaman nilai-nilai Islam melalui multiple intelligences: studi di sSekolah Alam Tangerang,Disertasi,2/10/2021,2/17/2021,Sudah Kembali
pascasarjana,"Hadratussyaikh Hasyim Asyari: Moderasi, keumatan dan kebangsaan",Buku Teks,2/10/2021,2/17/2021,Sudah Kembali
pascasarjana,Moderasi Islam: menangkal radikalisasi berbasis agama,Buku Teks,2/10/2021,2/17/2021,Sudah Kembali
pascasarjana,Wasathiyyah: wawasan Islam tentang moderasi beragama,Buku Teks,2/10/2021,2/17/2021,Sudah Kembali
,Putusan Mahkamah Konstitusi (MK) Terhadap Anak Hasil Nikah Sirri (Analisis Putusan Mahkamah Konstitusi N.46/PUU VIII/2010),Tesis,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,Beginning qualitative research : a philosophic and practical guide.,Buku Teks,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,"Islam, Doktrin dan Peradaban: Sebuah Telaah Kritis tentang Masalah Keimanan, Kemanusiaan, dan Kemodernan",Buku Teks,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,Pintu-pintu menuju Tuhan,Buku Teks,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,"Menggapai solidaritas: tensi antara demokrasi, fundamentalisme, dan humanisme",Buku Teks,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,Qualitative Research: A Guide to Design and Implementation,Buku Teks,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,Gerakan Modern Islam Di Indonesia 1900-1942,Buku Teks,2/9/2021,3/11/2021,Sudah Kembali
pascasarjana,Jaringan Ulama,Buku Teks,2/9/2021,3/11/2021,Sudah Kembali
pascasarjana,Kapita Salekta Pendidikan Islam,Buku Teks,2/9/2021,3/11/2021,Sudah Kembali
pascasarjana,Surau: pendidikan Islam tradisional dalam transisi & modernisasi,Buku Teks,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,Islam di Jakarta: studi sejarah Islam dan budaya Betawi,Disertasi,2/9/2021,2/16/2021,Sudah Kembali
,Hukum Adat Islam dan Adat Papua : Kajian Mahar Babi Sebagai Proses Transisi Perkawinan Adat Muslim Suku Dani,Tesis,2/9/2021,2/16/2021,Sudah Kembali
pascasarjana,Qawaid al-maqasid ind al-Imam al-Shatibi : aradan wa dirasatan wa tahlilan,Buku Teks,2/8/2021,2/15/2021,Sudah Kembali
pascasarjana,Nilai-nilai akhlak dan maqashid al-syari'ah : tinjauan pemikiran imam abu ishaq al syatibi,Tesis,2/8/2021,2/15/2021,Sudah Kembali
pascasarjana,Pemikiran Hukum Islam 'Ali Jum'ah Studi Atas Wacana Kesetaraan Gender,Tesis,2/8/2021,2/15/2021,Sudah Kembali
,Gagasan Syaikh Muhammad al-Ghazali tentang dakwah kontemporer,Disertasi,2/8/2021,2/15/2021,Sudah Kembali
,Intelektualitas dakwah Prof. Dr. Hamka : kajian tentang konsep dan pendekatan,Disertasi,2/8/2021,2/15/2021,Sudah Kembali
,Teori dan paradigma penelitian sosial : dari Denzin Guba dan penerapannya,Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
,"Women, Family, and Gender in Islamic Law",Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
,Cahaya di kegelapan,Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
,"Why Nation Fall : the Origin of Power, Prosperity and Poverty",Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,Pemulihan Perempuan Korban Kekerasan Analisis Perspektif Hukum Positif dan Hukum Islam,Tesis,2/5/2021,2/12/2021,Belum Kembali
pascasarjana,Restorative Justice Pada Hukum Pidana Anak Indonesia,Tesis,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,Tasawuf dan sastera melayu : Kajian dan teks-teks,Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,Teori kritik sastra arab; klasik dan modern,Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,Islamic art and spirituality,Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,Oposisi sastra sufi,Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,"Nur Muhammad: pintu menuju Allah, telaah Sufistik atas pemikiran Syekh Yusuf Al-Nabhani",Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,Sufism: an essential introduction,Buku Teks,2/5/2021,2/12/2021,Sudah Kembali
,Ateisme dan Teisme Modern: studi kritis terhadap Bertrand Russell dan Nurcholish Madjid,Tesis,2/5/2021,2/12/2021,Sudah Kembali
,Penerapan Nushuz di Pengadilan agama Jakarta Selatan,Tesis,2/5/2021,2/12/2021,Sudah Kembali
,Hak Hadanah Pada Ayah: Analisis Yurisprudensi Mahkamah Agung,Tesis,2/5/2021,2/12/2021,Sudah Kembali
pascasarjana,Para Penjaga al-Quran,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
pascasarjana,Sejarah al-Quran,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
pascasarjana,Iman ilmu dan amal,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
pascasarjana,Pengantar Teori-Teori Sosial: Dari teori fungsionalisme hingga post-modernisme,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
31191200000042,Tren Pluralisme Agama,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
31191200000042,Nilai-nilai Pluralisme dalam Islam : bingkai gagasan yang berserak,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
31191200000042,Teologi pluralis-multikultural,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
pascasarjana,125 ilmuwan muslim: pengukir sejarah,Buku Teks,2/4/2021,2/18/2021,Sudah Kembali
pascasarjana,Islamic Historiography,Buku Teks,2/4/2021,2/18/2021,Sudah Kembali
pascasarjana,Sumbangan islam kepada ilmu dan peradaban modern,Buku Teks,2/4/2021,2/18/2021,Sudah Kembali
pascasarjana,"Perpustakaan Islam: konsep, sejarah, dan kontribusinya dalam membangun peradaban islam masa klasik",Buku Teks,2/4/2021,2/18/2021,Sudah Kembali
,Sosiologi suatu pengantar,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
,Pengantar Teori-Teori Sosial: Dari teori fungsionalisme hingga post-modernisme,Buku Teks,2/4/2021,2/11/2021,Sudah Kembali
